Product_ID,SKU Code,SKU Description,Category,Sub Category,Product,Sub Product
P667,4040414076,CG 400g 24T Chana Masala EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P668,4040481095,CG 450g 24T Foul Medammas EOE (GCC) SP,Fresh Fare,Foul,Foul Plain,Foul Plain
P669,4040471001,Crunchy 400g 12P Fava Beans Broad Beans EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P670,4040474949,Lulu 400g 12P Chick Peas EOE PRM,Fresh Fare,Foul,Foul Plain,Foul Plain
P671,4040472119,Crunchy 400g 24T Fava Beans With Chilli EOE (Int'l.),Fresh Fare,Foul,Foul Plain,Foul Plain
P672,4040473290,CGP 450g 24P Fava Beans Peeled Saudi Koshna Recipe EOE (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P673,4040424857,Mr.Chef 400g 24T Processed Peas EO,Fresh Fare,Foul,Foul Plain,Foul Plain
P674,4040471218,CGP 450g 24P Foul Medammas EOE (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P675,4050410583,Crunchy Pineapple Chunk in L/S 24x565g,Fresh Fare,Foul,Foul Plain,Foul Plain
P676,4050410467,Crunchy Light Tuna Chunk in Brine EOE 48x160g,Fresh Fare,Foul,Foul Plain,Foul Plain
P677,4040421072,Tazah (Fumi PLT) 450g 24P Large Broad Beans EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P678,4040473107,Crunchy 400g 24T Hommos Tahina EOE-(Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P679,4040424433,Pran 400g 24P Chick Peas STD EOE (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P680,4040441011,MZ 400g 24P Foul Medammes EOE (YEM),Fresh Fare,Foul,Foul Plain,Foul Plain
P681,4000386161,CG 400g 24P Sweet Corn in Brine EOE (UK/Fr/Ger/Bel),Fresh Fare,Foul,Foul Plain,Foul Plain
P682,4040481084,CG 450g Foul Medammas EOE (2-PACK @ 10% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P683,4040414078,CG 400g 12P Red Kidney Beans EOE-(INTL),Fresh Fare,Foul,Foul Plain,Foul Plain
P684,4040424813,Hayel 400g 24P Light Red Kidney Beans EO,Fresh Fare,Foul,Foul Plain,Foul Plain
P685,4000374069,Bella 400g 24P Chick Peas PRM EOE (Pal),Fresh Fare,Foul,Foul Plain,Foul Plain
P686,4050410030,CG 220g 24P Baked Beans in T/Sce EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P687,4040424858,Mr.Chef 400g 24T Sweet Corn EO,Fresh Fare,Foul,Foul Plain,Foul Plain
P688,4040474930,Crunchy 400g 24T Red Kidney Beans EOE-(Int'l),Fresh Fare,Foul,Foul Plain,Foul Plain
P689,4000322090,Maryland 400g 24P Fava Beans With Chick Peas EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P690,4040423094,Shahia (Fumi PLT) 450g 24P Fava Saudi Recipe EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P691,4040444002,MZ 400G 24T Chick Peas Pl Std,Fresh Fare,Foul,Foul Plain,Foul Plain
P692,4040483296,CG 450g Peeled Foul EOE (3-PACK @ 20% OFF) (GCC) (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P693,4050410574,Crunchy Trop Fruit Cocktail in L/S 24x850g,Fresh Fare,Foul,Foul Plain,Foul Plain
P694,4040471127,Crunchy 400g 24P Fava Beans Broad Beans EOE (Int'l.),Fresh Fare,Foul,Foul Plain,Foul Plain
P695,4040413058,CG 450g 24T Fava Beans Peeled with Hommos and Olive Oil EOE (GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P696,4040421070,Tazah (Fumi PLT) 450g 24P Fava Beans (Medammas) EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P697,4050411561,CGE Light Tuna Chunk in Veg. Oil E/O 48x185g,Fresh Fare,Foul,Foul Plain,Foul Plain
P698,4040431032,Al Wadi Al Akhdar 400g 12P Foul Medammes EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P699,4040483005,CG 450 Koshna Recipe EOE (3+1 FREE) (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P700,4040184159,CG 425g Sweet Corn in Brine EOE (3-PACK @ 15% OFF) (Kwt/Omn/UAE) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P701,4040474812,Del Monte 400g 24P Chick Peas EOE PRM,Fresh Fare,Foul,Foul Plain,Foul Plain
P702,4040423067,Tazah (Fumi PLT) 450g 24P Fava Beans-(Yemeni Recipe) EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P703,4000331064,Crunchy 400g Fava Beans Original Taste EOE (NEW) (PAL),Fresh Fare,Foul,Foul Plain,Foul Plain
P704,4040483299,CG 450g Foul Egyptian Recipe EOE (3-PACK @ 20% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P705,4000313034,CG 400g 24P Peeled Foul with Chili EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P706,4040474388,CGP 400g 24P White Beans EOE (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P707,4040413031,CG 400g 12P Foul Egyptian Recipe EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P708,4000314116,CG 400g 24P White Beans EO (LVNT),Fresh Fare,Foul,Foul Plain,Foul Plain
P709,4040424840,Maling 400g 24PT Fava Beans EO (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P710,4040414038,CG 400g 12P Chick Peas EOE PRM (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P711,4040424302,Al Murooj 400g 24P Chick Peas STD EOE (GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P712,4050410700,CG White Tuna Solid in Brine EOE 48x170g,Fresh Fare,Foul,Foul Plain,Foul Plain
P713,4040471125,Crunchy 400g 12P Plain Fava Beans Original Taste EOE (NEW)-(INTL),Fresh Fare,Foul,Foul Plain,Foul Plain
P714,4040414023,CG 220g Baked Beans in T/Sce EOE (6 Pack) Clear Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P715,4040424750,CG 200g 12P Sweet Corn in Brine EO (Pack of 3) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P716,4040464044,Al Murooj 400g 24PT Baked Beans in T/S EOE (GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P717,4040424716,Primo 400g 12P Baked Beans in T/S EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P718,4040474601,Famous 400g 12P Chick Peas EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P719,4050410571,Crunchy Pineapple Slices in L/S 24x565g,Fresh Fare,Foul,Foul Plain,Foul Plain
P720,4040484201,CG 420g Baked Beans in T/S EOE (2-PACK @ 10% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P721,4040114033,CG 400g 12P Sweet Corn EOE (Int'l),Fresh Fare,Foul,Foul Plain,Foul Plain
P722,4040481081,CGP 450g Foul Medammas EOE (6-Pack) (NY-Family Pack) (Printed Sleeve),Fresh Fare,Foul,Foul Plain,Foul Plain
P723,4040423062,Tazah (Fumi PLT) 450g 24P Fava Beans (Egyptian Rec.) EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P724,4000313075,CG 400g 12P Foul Saudi Recipe EOE (UK/Fr/Ger/Bel),Fresh Fare,Foul,Foul Plain,Foul Plain
P725,4050410521,CG Pineapple Slices in L/S 24x565g EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P726,4040484275,CG 400g Chick Peas PRM NEW EO (2-PACK @ 10% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P727,4040473270,Crunchy 400g 12P Fava Beans Iskandarany with Tahina EOE (NEW)-(Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P728,4040444018,MZ 400g 12P Baked Beans in T/Sauce PL STD (Sp. Offer Tray),Fresh Fare,Foul,Foul Plain,Foul Plain
P729,4040424675,Amar sweet corn 400g 24T EO (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P730,4000374400,CG 400g 24P Red Kidney Beans EO (Levant),Fresh Fare,Foul,Foul Plain,Foul Plain
P731,4040424936,Prime Chef 400g 24T Baked Beans in T/S EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P732,4000333117,Crunchy 400g 24P Fava Beans Iskandarany with Tahina EOE (NEW)(Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P733,1000,Olive Farm,Fresh Fare,Foul,Foul Plain,Foul Plain
P734,4040472922,Del Monte 400g 24P Foul with Chick Peas EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P735,4040434050,Crunchy 400g 12P Red Kidney Beans EOE (EU/AUS),Fresh Fare,Foul,Foul Plain,Foul Plain
P736,4040483298,CG 450g Foul Lebanese Recipe EOE (3-PACK @ 20% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P737,4040413085,CG 450g 24T Fava Beans Peeled with Salsa EOE (GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P738,4040453002,CGE 450g 24P Peeled Medammas w/Chilli EOE (Int'l),Fresh Fare,Foul,Foul Plain,Foul Plain
P739,4040413016,CG 220g 12P Hommos Tahina Dip EOE-(GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P740,4040433153,Crunchy 400g 12P Fava Beans with Chick Peas and Olive Oil  EOE (NEW LEB)- (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P741,4040453010,CGE 400g 24P Peeled Medammas EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P742,4040484092,CG 220g Baked Beans EOE 6-PACK @ 10% OFF (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P743,4050410541,CG Pineapple Slices in L/S 24x850g,Fresh Fare,Foul,Foul Plain,Foul Plain
P744,4040464018,Leema 400g 24PT Baked Beans in T/Sauce EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P745,4040413001,CG 450g 12P Peeled Medammas EOE-(GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P746,4000386151,Crunchy 400g 24P Fava Beans with Salsa EOE  (Libya) - NEW,Fresh Fare,Foul,Foul Plain,Foul Plain
P747,4000374144,Crunchy 400g 24P Canned Whole Kernel Sweet Corn EOE(PAL),Fresh Fare,Foul,Foul Plain,Foul Plain
P748,4040424469,Spoonz 400g 24P Green Peas EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P749,4040473280,CGP 450g 24P Medammas Palestinan Recipe EOE (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P750,4040444019,MZ 220G 12P Baked Beans With T/S Pl Std (Sp. Offer Tray),Fresh Fare,Foul,Foul Plain,Foul Plain
P751,4040484212,CG 400g Hommos Tahina EOE (3-Pack 20% Off) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P752,4040454018,CGE 400g 24P Chick Peas EOE (GCC) PRM,Fresh Fare,Foul,Foul Plain,Foul Plain
P753,4040424639,Farm Fresh 400g 24T Hommos Tahina Dip EO (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P754,4040413187,CG 450g 24T Fava Bean Peeled Street Foul Recipe EOE GCC,Fresh Fare,Foul,Foul Plain,Foul Plain
P755,4050410130,CG Light Tuna Chunk in Sunflower Oil EOE 48x185g,Fresh Fare,Foul,Foul Plain,Foul Plain
P756,4040421156,Al Amer 400g 24P Foul Medammes EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P757,4040473287,CGP 450g 24P Medammas Egyptian Rec. EOE (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P758,4000372119,Crunchy 400g 24P Fava Beans With Chili EOE (Int'l.),Fresh Fare,Foul,Foul Plain,Foul Plain
P759,4040433008,Crunchy 400g 24P Foul Domyaty (Egy) EOE (AUS),Fresh Fare,Foul,Foul Plain,Foul Plain
P760,4000313032,CG 400g 24P Foul Lebanese Recipe EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P761,4040433171,Al Wadi Al Akhdar (Fumi PLT) 400g 12P Foul Peeled EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P762,4040433169,Al Wadi Al Akhdar (Fumi PLT) 400g 12P Foul Lebanese Recipe EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P763,4040424885,Crunchy 450g 12P Fava Beans with Salsa 12.5% Extra Free EOE- (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P764,4040414027,CG 400g 24T Hommos Tahina DIP EOE (GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P765,4040484205,CG 400g Hommos Tahina EOE (2-PACK @ 10% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P766,4050410801,"CG Grape Leaves, Brine 12x908g Jar",Fresh Fare,Foul,Foul Plain,Foul Plain
P767,4000372029,Bella 400g 24P Foul with Chili EOE (Pal),Fresh Fare,Foul,Foul Plain,Foul Plain
P768,4040471182,Zaki 450g 24P (Fumi PLT) Fava Beans EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P769,4040473273,Del Monte 400g 24P Foul Saudi EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P770,4050412008,MZ Tuna Shredded Veg Oil 48x160g EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P771,4050410363,CG Light Tuna Chunk in Vegetable Oil 48x160g EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P772,4040472002,Crunchy 400g 12P Fava Beans With Chick Peas EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P773,4040413114,CG 450g 24T Medammas Lebanese Rec. EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P774,4040413103,CG 450g 12P Mashed Foul with Salsa EOE (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P775,4040474123,Libby's 420g 24P Baked Beans in T/Sauce EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P776,4050410514,CG Pineapple Slices in L/S EOE 24x227g,Fresh Fare,Foul,Foul Plain,Foul Plain
P777,4040432047,Al Wadi Al Akhdar 400g 12P Foul with Chilli EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P778,4040424468,Spoonz 400g 24P Red Kidney Beans EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P779,4040484213,CG 400g Red Kidney Beans EOE (3-Pack 20% Off) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P780,4040464298,Pran 400g 24PT Red Kidney Beans EOE (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P781,4040424937,Prime Chef 400g 24T Red Kidney Beans EOE STD,Fresh Fare,Foul,Foul Plain,Foul Plain
P782,4040474942,Libby's 400g 24P Chick Peas EOE PRM,Fresh Fare,Foul,Foul Plain,Foul Plain
P783,4040424866,CG 450g Egyptian Recipe EO 3-Pack (KSA) (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P784,4050410731,"CG Mushrooms, Whole 24x184g",Fresh Fare,Foul,Foul Plain,Foul Plain
P785,4040424942,Crunchy 400g 24P Foul Medammes EOE (AUS),Fresh Fare,Foul,Foul Plain,Foul Plain
P786,4040423065,Tazah (Fumi PLT) 450g 24P Foul Shamiya EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P787,4040424854,Mr.Chef 400g 24T Foul Plain EO,Fresh Fare,Foul,Foul Plain,Foul Plain
P788,4040441007,MZ 400G 24T Foul Medamas Nl (Chinese-Var.Brbeans) (Uae),Fresh Fare,Foul,Foul Plain,Foul Plain
P789,4000321165,Maryland 400g 24P Plain Foul EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P790,4040464167,Spike 400g 24PT Chick Peas STD EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P791,4000332046,Al Wadi Al Akhdar 400g 12P Foul with Chilli EOE (EU) (EURO 1),Fresh Fare,Foul,Foul Plain,Foul Plain
P792,4000373150,Crunchy 400g 12P Foul Domyaty (Egy) EOE (UK),Fresh Fare,Foul,Foul Plain,Foul Plain
P793,4000371138,Crunchy 400g 12P Foul Medammes EOE (UK),Fresh Fare,Foul,Foul Plain,Foul Plain
P794,4040474955,Crunchy 400g 12P White Beans EOE-(Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P795,4000386163,CG 400g 24P White Beans EOE (UK/Fr/Ger/Bel),Fresh Fare,Foul,Foul Plain,Foul Plain
P796,4040483297,CG 450g Peeled Foul Chilli EOE (3-PACK @ 20% OFF) (GCC) (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P797,4040124533,CGP 400g 24P Sweet Corn EO (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P798,4040474325,Crunchy 400g 12P Hommos Tahina EOE-(Int`l),Fresh Fare,Foul,Foul Plain,Foul Plain
P799,4040473271,Del Monte 400g 24P Foul Egyptian EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P800,4040114059,CG 400g 24T Sweet Corn in Brine EOE (GCC),Fresh Fare,Foul,Foul Plain,Foul Plain
P801,4000373067,Crunchy 400g 12P Foul Lebanese EO (UK),Fresh Fare,Foul,Foul Plain,Foul Plain
P802,4040484273,CG 400g Chick Peas PRM NEW EO (3-PACK @ 20% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P803,4050420187,CG Light Tuna Chunk in Sunflower Oil EO 48x140g,Fresh Fare,Foul,Foul Plain,Foul Plain
P804,4040464246,Super Chef 400g 24PT Baked Beans in T/S EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P805,4040413186,CG 450g 12P Premium Fava Beans with Tahina Street Foul Recipe EOE GCC,Fresh Fare,Foul,Foul Plain,Foul Plain
P806,4050410139,CG Light Tuna Solid in Sunflower Oil EOE 48x185g,Fresh Fare,Foul,Foul Plain,Foul Plain
P807,4040472921,Del Monte 400g 24P Foul with Chilli EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P808,4040473285,CGP 450g 24P Medammas Saudi Recipe EOE (NY),Fresh Fare,Foul,Foul Plain,Foul Plain
P809,4040423091,Shahia (Fumi PLT) 450g 24P Fava Peeled EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P810,4000333145,Crunchy 400g 24P Fava Beans with Olive Oil EOE (NEW)(PAL),Fresh Fare,Foul,Foul Plain,Foul Plain
P811,4040424298,Mausam 400g 24P Chick Peas STD EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P812,4040464233,Super Chef 400g 24PT Processed Peas EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P813,4040424163,Al Amer 400g 24P Processed Peas EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P814,4040484204,CG 400g Processed Peas EOE (2-PACK @ 10% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P815,4040474456,Marina 400g 24P Chick Peas NL STD (Int'l),Fresh Fare,Foul,Foul Plain,Foul Plain
P816,4000332049,Al Wadi Al Akhdar 400g 12P Foul with Cummin EOE (EU) (EURO 1),Fresh Fare,Foul,Foul Plain,Foul Plain
P817,4050420151,CG White Tuna Solid in Vegetable Oil EOE 48x170g,Fresh Fare,Foul,Foul Plain,Foul Plain
P818,4040424638,Farm Fresh 400g 24T Chick Peas PRM EO (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P819,4040124024,Lulu 400g 12P Sweet Corn in Brine EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P820,4040154044,CGE 2800g 6P Sweet Corn in Brine NL,Fresh Fare,Foul,Foul Plain,Foul Plain
P821,4040424884,"Crunchy 450g 12P Fava Beans with Oil, Lemon and Cumin 12.5% Extra Free EOE- (Intl)",Fresh Fare,Foul,Foul Plain,Foul Plain
P822,4050411153,"CG Mushrooms, Whole 24x184g @ 10% OFF",Fresh Fare,Foul,Foul Plain,Foul Plain
P823,4040484093,CG 420g Baked Beans EOE 4-PACK @ 10% OFF (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P824,4040413087,CG 450g 12P Fava Beans Peeled with Lebanese Recipe EOE (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P825,4050410557,CG Trop Fruit Cocktail in L/S EOE 24x227g,Fresh Fare,Foul,Foul Plain,Foul Plain
P826,4040124395,Alalia 400g 24P Sweet Corn EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P827,4040421110,CG 400g 12P Plain Medammes EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P828,4040423061,Tazah (Fumi PLT) 450g 24P Peeled Fava Beans w/Chilli EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P829,4050410838,CG Skipjack Tuna Solid in Sunflower Oil EOE Value Pack EOE 15% OFF 16x3x170g,Fresh Fare,Foul,Foul Plain,Foul Plain
P830,4000313033,CG 400g 24P Peeled Foul EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P831,4040124642,Farm Fresh 425g 24T Whole Kernel Sweet Corn EO (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P832,4040474254,Lulu 400g Hommos Tahina EOE 4-PACK (Cust. Promo) Prnt Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P833,4000386093,CG 400g 24P Foul Egyptian Recipe EOE (UK/Fr/Ger/Bel),Fresh Fare,Foul,Foul Plain,Foul Plain
P834,4040424841,Lui 400g 24PT Fava Beans EO (UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P835,4040114029,CG 425g 24T Sweet Corn in Brine E/O (Kwt/Omn/UAE),Fresh Fare,Foul,Foul Plain,Foul Plain
P836,4040432055,Al Wadi Al Akhdar (Fumi PLT) 400g 12P Foul with Chick Peas EOE (USA),Fresh Fare,Foul,Foul Plain,Foul Plain
P837,4040434006,Crunchy 400g 12P Chick Peas PRM EOE (AUS),Fresh Fare,Foul,Foul Plain,Foul Plain
P838,4040184268,CG 400g Sweet Corn in Brine EOE (3+1) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P839,4040484202,CG 400g Red Kidney Beans EOE (2-PACK @ 10% OFF) (GCC) Clr Slv,Fresh Fare,Foul,Foul Plain,Foul Plain
P840,4040421182,Amar 400g 24P Foul Medammas EOE (Intl),Fresh Fare,Foul,Foul Plain,Foul Plain
P841,4040483006,CG 450g Foul Lebanese Recipe EOE (3+1 FREE) (Clr Slv),Fresh Fare,Foul,Foul Plain,Foul Plain
P842,4040484228,CG 220g 12P Baked Beans in T/Sauce EOE Promo,Fresh Fare,Foul,Foul Plain,Foul Plain
P843,4000386133,Bella 400g 24P Plain Foul EOE (PAL) - Tender,Fresh Fare,Foul,Foul Plain,Foul Plain
P844,4000386094,CG 400g 24P Foul Lebanese Recipe EOE (UK/Fr/Ger/Bel),Fresh Fare,Foul,Foul Plain,Foul Plain
P845,4040124418,Hayel 400g 24P Sweet Corn EOE,Fresh Fare,Foul,Foul Plain,Foul Plain
P846,4037265003,Sweet Corn Crunchy 2.5 kg Catring,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P847,4037120882,Crunchy Mixed Vegetables New 400 gm 8 Color Local Retail 18 M - P33/B33/C34,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P848,4037050883,Molokhia Crunchy  400 gm Retail - 8 kg - carton - new,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P849,4037025080,Beans Crunchy EgyptAir 4 * 2.5 kg,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P850,4037121681,"7 Way Mix Crunchy 900 gm * 10 Retail, local, 18 Arab months",Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P851,4036010882,Strawberry Crunchy 400 gm 8kg  - Retail - New,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P852,4037140910,"Artichokes Plein soleil  400 g (20 * 400) 24 months export, English",Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P853,4037270882,Crunchy Veg Soup 8 Color 400 gm 8 Color New- Local 18 M AR -M22/Po33/C34/Ce3/P8,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P854,4037050882,Molokhia Crunchy  400 gm - Catring,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P855,4037140880,Artichoke Crunchy  400 gm - Retail,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P856,4037230883,7 Way Mix Crunchy  400 gm local 8 -Retail- new,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P857,4036010022,Zients-Strawberry Diced 10*10 mm-1*10 kg-Export-24 Months-English.,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P858,4036010143,Strawberry Whole - Export 15 kg - Sonten - Festival,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P859,4037030900,Okra Zero Crunchy  400 gm 8 Colors New Retail Local F 0/Z 100,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P860,4037266001,"Sweet Corn Cobs Crunchy - Bag 6 Units * 10 Bags, Sweet Local 18 Months, Arabic",Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P861,4037010882,Peas Crunchy  400 gm - Catring,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P862,4037080880,Broccoli Crunchy 400gm - Retail,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P863,4037085081,Broccoli Crunchy  2500 gm - Catring,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P864,4037070882,Cauliflower Crunchy 400 gm local 8 kg per carton - new,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P865,4037030903,Crunchy-Okra Fine-20*400 gm-8 Color-Local-18 Month-Arabic-F 100.,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P866,4037060882,Spinach Crunchy 400 gm sweetened 8 kg per carton - new,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P867,4037020883,Beans Crunchy  400 gm 8 kg Per Carton Retail - New,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P868,4037110883,"Vine Leaves Crunchy  250 gm, local, 8 kg - Retail - New",Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P869,4037030905,Crunchy-Okra One-20*400 gm-8 Color-Local-18 Month-Arabic-O 100.,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P870,4037130913,Broad Beans Peeled?? Plein soleil 400 g 8 kg Export 24 months English,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P871,4037266003,"Crunchy Corn Kizan - Bag 3 Onions * 12 Bags, 8 Retail Colors, Arabic Sweetener",Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P872,4037021881,Beans Emerald  9.07 kg export 24 months English,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P873,4037040883,Crunchy Peas and carrots 400 gm 8 kg carton -Local Retail bags-New- P60/C40,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P874,4037260883,Sweet Corn Crunchy 400 gm  8 kg - Retail - New,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
P875,4037015066,Peas Crunchy 2.5 kg - Egypt Air - Catring,Frosty Veggies,Frozen Vegetables,Sweet Corn,Sweet Corn Seeds
